43,23,1171,1406,14,15,2.0,1,4,92
60,23,767,1002,5,8,5.0,1,7,92
157,24,244,657,15,22,6.5,2,7,92
74,24,386,799,6,8,4.5,2,8,92
73,24,1135,108,10,15,0,0,3,92
153,25,447,1053,5,15,0,0,3,92
50,25,337,943,8,15,9.0,2,11,92
180,25,1103,269,4,15,2.0,1,2,92
86,25,757,1363,10,22,0,0,3,92
163,25,1105,271,12,15,0,0,4,92
166,26,1314,327,9,15,4.0,1,7,92
154,26,647,1100,16,22,3.0,1,3,92
177,26,1154,167,5,8,7.0,2,7,92
183,26,1091,104,6,15,2.0,1,3,92
106,26,404,857,6,8,0,0,3,92
25,26,1373,386,12,15,5.0,1,8,92
83,27,900,1383,10,15,0,0,4,92
7,27,973,16,3,15,0,0,2,92
57,27,291,774,6,8,6.5,2,7,92
125,27,359,842,11,22,8.0,1,11,92
25,27,508,991,8,15,7.0,2,7,92
158,27,645,1128,6,15,4.0,1,7,92
69,28,1083,1214,11,15,9.5,2,11,92
43,28,917,1048,6,15,7.0,1,7,92
101,28,626,757,13,22,1.0,1,3,92
49,29,435,1139,11,15,4.0,1,7,92
91,29,507,1211,5,22,9.0,1,10,92
11,29,1045,309,6,8,7.0,1,7,92
165,30,1073,339,2,15,0,0,1,92
124,30,1175,441,4,22,8.5,2,10,92
169,30,272,978,8,22,5.0,1,7,92
174,30,774,40,11,15,7.0,2,8,92
136,30,1342,608,4,15,3.0,1,2,92
58,30,1293,559,3,8,7.0,1,7,92
144,31,709,958,4,22,0,0,2,92
22,31,378,627,7,15,1.5,2,3,92
109,31,826,1075,13,15,6.0,2,8,92
99,31,1253,62,5,8,2.0,1,3,92
132,31,605,854,2,8,0,0,2,92
75,32,804,1221,5,8,0,0,3,92
80,32,1117,94,1,8,0,0,2,92
42,32,1303,280,6,22,0,0,3,92
139,32,800,1217,22,22,9.0,2,12,92
26,32,434,851,17,22,7.0,1,8,92
72,32,455,872,7,8,0,0,4,92
71,33,1088,325,1,8,0,0,2,92
164,33,754,1431,4,15,8.0,1,11,92
70,33,1063,300,12,15,4.0,1,8,92
163,34,1095,106,5,15,6.5,2,7,92
3,34,536,987,12,22,10.0,1,11,92
162,34,792,1243,5,8,0,0,3,92
147,34,329,780,8,8,0,0,4,92
158,34,602,1053,11,15,6.0,2,8,92
162,34,787,1238,7,8,6.0,2,8,92
27,35,690,1339,3,22,0,0,2,92
7,35,930,139,3,15,7.0,1,6,92
120,35,783,1432,8,8,7.5,2,12,92
57,35,663,1312,4,8,0,0,3,92
51,35,559,1208,5,8,9.0,1,11,92
178,35,766,1415,10,15,10.0,1,11,92
87,36,789,880,4,22,2.0,2,2,92
75,36,862,953,8,8,3.0,1,4,92
123,36,779,870,15,22,0,0,3,92
182,37,937,1208,18,22,9.0,1,12,92
167,37,1159,1430,4,8,2.5,2,3,92
93,37,1368,199,17,22,0,0,4,92
50,37,903,1174,5,15,0,0,3,92
158,37,553,824,2,15,0,0,2,92
9,37,774,1045,3,22,0,0,1,92
140,38,264,493,7,22,2.0,1,3,92
73,38,1260,49,6,15,4.0,1,7,92
95,38,875,1104,6,8,0,0,3,92
149,38,640,869,13,15,0,0,4,92
33,38,691,920,21,22,7.0,1,8,92
154,39,790,1028,19,22,0,0,4,92
61,39,1232,30,2,8,0,0,2,92
140,39,1207,5,17,22,0,0,4,92
89,40,591,805,17,22,4.0,1,8,92
176,40,658,872,5,15,8.0,2,11,92
138,40,1200,1414,4,22,7.0,1,6,92
111,40,1263,37,16,22,7.0,2,8,92
17,40,737,951,12,22,1.0,1,3,92
82,40,1237,11,6,8,4.5,2,7,92
119,41,1063,1173,8,15,2.0,1,3,92
172,41,1378,48,5,8,7.0,1,7,92
138,41,1207,1317,4,22,3.5,2,6,92
166,41,691,801,13,15,6.0,1,8,92
121,41,328,438,11,22,3.0,1,3,92
36,41,1164,1274,13,15,0,0,4,92
20,42,1292,173,5,8,6.0,2,7,92
172,42,1293,174,3,8,4.0,1,7,92
115,42,757,1078,4,15,3.0,1,2,92
73,43,1095,1321,15,15,0,0,4,92
166,43,1237,23,14,15,0,0,4,92
76,43,819,1045,2,15,0,0,1,92
3,44,1364,7,11,22,3.0,2,3,92
109,44,1320,1403,11,15,7.0,2,8,92
175,44,821,904,9,22,1.0,1,3,92
46,44,390,473,5,8,0,0,3,92
71,45,285,427,4,8,5.0,2,8,92
109,45,1006,1148,11,15,0,0,4,92
139,45,262,404,2,22,0,0,1,92
94,45,285,427,9,22,0,0,3,92
19,45,1180,1322,3,8,4.0,1,7,92
154,46,1132,1379,21,22,7.0,2,8,92
78,46,911,1158,16,22,6.0,2,8,92
17,46,1282,89,3,22,6.5,2,5,92
170,46,287,534,11,22,0,0,3,92
53,46,996,1243,2,8,3.0,1,2,92
67,46,1215,22,3,22,10.0,2,9,92
153,47,394,540,8,15,2.0,1,3,92
126,47,649,795,12,22,2.0,1,3,92
72,47,477,623,4,8,0,0,3,92
37,48,974,1227,5,15,0,0,3,92
93,48,1061,1314,4,22,0,0,2,92
54,48,606,859,3,8,3.5,2,7,92
74,48,566,819,8,8,0,0,4,92
31,49,1042,263,12,15,4.5,2,8,92
172,49,1137,358,6,8,0,0,3,92
37,49,375,1036,2,15,9.0,1,9,92
77,49,616,1277,8,15,2.5,2,3,92
47,49,518,1179,16,22,8.0,2,11,92
45,50,474,1152,12,15,0,0,4,92
46,50,1006,244,3,8,6.0,2,7,92
102,50,1206,444,5,8,6.5,2,7,92
82,50,1324,562,3,8,0,0,3,92
121,50,478,1156,3,22,5.5,2,5,92
55,50,986,224,7,8,0,0,4,92
100,51,592,1120,11,22,4.0,1,7,92
169,51,727,1255,4,22,0,0,2,92
61,51,711,1239,3,8,7.0,1,7,92
3,51,327,855,21,22,3.5,2,8,92
81,51,355,883,6,22,4.0,1,6,92
6,51,584,1112,17,22,0,0,4,92
36,52,1239,520,8,15,2.5,2,3,92
155,52,707,1428,5,8,4.0,2,7,92
181,52,839,120,7,22,0,0,3,92
73,52,1129,410,10,15,0,0,3,92
133,53,1105,14,6,8,0,0,3,92
179,53,612,961,13,15,5.0,2,8,92
68,53,1276,185,5,8,0,0,3,92
178,53,618,967,11,15,0,0,4,92
155,53,543,892,2,8,10.0,1,11,92
143,53,1197,106,7,22,2.5,2,3,92
109,54,742,833,8,15,10.0,1,11,92
98,54,1348,1439,8,15,5.0,2,7,92
176,54,748,839,7,15,9.0,1,11,92
146,54,1011,1102,2,8,9.0,2,11,92
180,54,551,642,14,15,4.0,2,8,92
44,55,1070,1310,5,8,0,0,3,92
144,55,1130,1370,13,22,6.0,1,7,92
76,55,1200,1440,2,15,0,0,1,92
183,56,576,1096,6,15,8.0,1,11,92
182,56,875,1395,5,22,3.5,2,6,92
126,56,712,1232,18,22,6.5,2,8,92
178,57,250,481,8,15,0,0,3,92
115,57,1233,24,5,15,4.0,1,7,92
35,57,278,509,6,8,8.5,2,12,92
115,57,663,894,5,15,2.0,2,3,92
157,57,1124,1355,20,22,9.0,1,12,92
139,58,358,935,15,22,5.5,2,7,92
164,58,442,1019,6,15,7.0,2,7,92
147,58,1018,155,4,8,5.5,2,7,92
172,58,396,973,2,8,0,0,2,92
149,59,1271,554,4,15,9.0,2,10,92
136,59,655,1378,11,15,6.0,2,7,92
18,59,480,1203,3,8,4.5,2,7,92
2,59,287,1010,20,22,2.0,1,4,92
19,59,702,1425,2,8,0,0,2,92
40,59,1093,376,17,22,0,0,4,92
13,60,600,743,6,15,2.0,1,3,92
89,60,298,441,20,22,1.0,1,4,92
113,60,440,583,12,15,10.0,2,12,92
78,60,495,638,19,22,6.0,1,8,92
179,60,737,880,12,15,3.0,1,4,92
95,60,539,682,3,8,4.0,1,7,92
22,61,688,1001,2,15,2.0,1,1,92
73,61,602,915,3,15,5.0,2,6,92
16,61,493,806,7,8,3.0,1,4,92
116,61,1348,221,20,22,4.0,2,8,92
115,61,712,1025,6,15,0,0,3,92
162,61,290,603,6,8,0,0,3,92
74,62,609,803,7,8,0,0,4,92
24,62,531,725,3,22,0,0,1,92
51,62,1066,1260,4,8,5.0,2,7,92
146,62,951,1145,5,8,0,0,3,92
106,62,640,834,8,8,3.5,2,8,92
101,63,458,741,15,22,3.0,1,3,92
23,63,1051,1334,3,8,0,0,3,92
10,63,978,1261,7,15,3.0,1,3,92
23,63,597,880,3,8,0,0,3,92
109,64,1225,75,2,15,3.0,1,1,92
3,64,1019,1309,6,22,0,0,2,92
66,64,959,1249,8,15,0,0,3,92
146,64,1018,1308,5,8,4.0,1,7,92
17,65,700,820,19,22,0,0,4,92
72,65,525,645,3,8,0,0,3,92
48,65,565,685,11,15,5.5,2,8,92
159,66,599,825,4,8,5.0,1,7,92
109,66,1298,84,4,15,0,0,2,92
118,66,979,1205,7,8,0,0,4,92
170,66,1310,96,14,22,2.0,1,3,92
85,66,822,1048,16,22,4.5,2,7,92
9,66,1241,27,16,22,2.0,1,4,92
176,67,1178,1418,13,15,5.5,2,8,92
146,67,1372,172,2,8,2.0,1,2,92
148,67,1082,1322,11,15,4.5,2,7,92
126,67,648,888,8,22,2.0,1,3,92
30,67,478,718,13,15,3.0,1,4,92
139,67,936,1176,12,22,0,0,3,92
16,68,658,950,3,8,0,0,3,92
37,68,269,561,10,15,10.0,1,11,92
10,68,1259,111,10,15,0,0,3,92
133,68,987,1279,5,8,1.0,1,3,92
72,68,292,584,4,8,4.0,1,7,92
18,69,292,892,2,8,0,0,2,92
93,69,922,82,16,22,0,0,4,92
156,69,1234,394,18,22,10.0,1,12,92
169,69,903,63,3,22,1.5,2,1,92
97,69,244,844,6,8,0,0,3,92
105,69,778,1378,2,8,9.0,1,10,92
121,70,1082,302,3,22,7.5,2,10,92
37,70,278,938,9,15,0,0,3,92
97,70,817,37,4,8,2.0,1,3,92
145,70,1278,498,19,22,3.0,1,4,92
56,70,623,1283,22,22,0,0,4,92
127,71,332,554,7,15,3.0,1,3,92
175,71,829,1051,17,22,5.0,2,8,92
16,71,1343,125,8,8,0,0,4,92
156,71,753,975,10,22,7.0,2,7,92
39,72,812,12,19,22,0,0,4,92
58,72,593,1233,5,8,9.5,2,11,92
82,72,1356,556,3,8,0,0,3,92
18,73,489,708,4,8,0,0,3,92
93,73,545,764,13,22,0,0,3,92
120,73,736,955,7,8,0,0,4,92
105,73,611,830,7,8,0,0,4,92
33,73,788,1007,16,22,6.5,2,8,92
164,73,419,638,6,15,5.0,2,7,92
137,74,497,1144,10,15,8.0,1,11,92
125,74,1191,398,16,22,5.5,2,7,92
147,74,505,1152,5,8,3.0,2,3,92
102,74,1007,214,6,8,3.0,1,3,92
22,74,1277,484,13,15,6.0,1,8,92
104,74,1029,236,5,8,4.0,1,7,92
174,75,255,947,9,15,5.0,1,7,92
8,75,478,1170,20,22,6.5,2,8,92
144,75,474,1166,8,22,2.5,2,3,92
104,75,877,129,3,8,6.0,2,7,92
155,76,593,687,8,8,5.0,1,8,92
30,76,955,1049,7,15,7.5,2,11,92
146,76,272,366,3,8,1.0,1,3,92
13,76,1002,1096,9,15,6.5,2,7,92
74,76,643,737,5,8,10.0,1,11,92
111,77,1224,270,4,22,0,0,2,92
52,77,1352,398,18,22,3.0,2,4,92
158,77,301,787,4,15,1.5,2,2,92
24,77,816,1302,5,22,0,0,2,92
8,77,1048,94,12,22,0,0,3,92
180,78,393,1010,9,15,2.0,2,4,92
63,78,758,1375,4,8,9.0,1,11,92
53,78,1098,275,3,8,5.0,1,7,92
140,79,358,695,20,22,1.0,1,4,92
106,79,564,901,6,8,5.5,2,8,92
61,79,1044,1381,3,8,0,0,3,92
98,79,1056,1393,4,15,0,0,2,92
10,79,1041,1378,4,15,7.5,2,10,92
119,79,402,739,2,15,4.0,1,5,92
179,80,1117,1350,4,15,0,0,2,92
13,80,658,891,14,15,4.0,1,8,92
52,80,1086,1319,8,22,3.0,1,3,92
8,80,1239,32,17,22,8.0,1,12,92
13,80,880,1113,12,15,0,0,4,92
12,80,1292,85,17,22,3.0,1,4,92
150,81,336,833,2,15,0,0,1,92
167,81,1214,271,2,8,6.0,1,7,92
164,81,1351,408,2,15,0,0,1,92
183,82,1091,87,14,15,4.0,1,8,92
117,82,484,920,7,15,0,0,3,92
69,82,584,1020,6,15,3.0,1,3,92
165,82,856,1292,3,15,3.0,1,2,92
4,83,1045,329,4,15,6.5,2,6,92
175,83,412,1136,7,22,3.0,1,3,92
115,83,896,180,10,15,0,0,3,92
57,83,373,1097,3,8,0,0,3,92
130,83,823,107,12,22,0,0,3,92
134,84,648,901,11,15,7.0,2,8,92
55,84,1191,4,2,8,0,0,3,92
92,84,492,745,8,8,6.5,2,8,92
43,84,891,1144,6,15,2.0,2,3,92
73,84,614,867,8,15,9.0,1,11,92
64,84,1369,182,4,8,2.0,1,3,92
174,85,1191,1416,12,15,0,0,4,92
157,85,794,1019,4,22,0,0,2,92
113,85,388,613,6,15,0,0,3,92
155,85,416,641,4,8,2.0,1,3,92
151,85,1251,36,4,8,0,0,3,92
126,86,999,75,21,22,0,0,4,92
1,86,540,1056,8,8,10.0,1,12,92
146,86,547,1063,5,8,4.5,2,7,92
104,86,742,1258,4,8,2.0,1,3,92
105,86,702,1218,6,8,9.0,1,11,92
9,86,1031,107,10,22,5.0,1,7,92
132,87,1222,2,4,8,0,0,3,92
61,87,1154,1374,5,8,0,0,3,92
60,87,926,1146,5,8,0,0,3,92
97,87,1127,1347,2,8,10.0,1,11,92
64,88,915,1116,8,8,5.0,2,8,92
144,88,297,498,22,22,10.0,1,12,92
182,88,1316,77,14,22,0,0,3,92
132,89,562,1057,7,8,0,0,4,92
170,89,643,1138,3,22,2.0,1,1,92
165,89,654,1149,3,15,2.0,1,2,92
71,89,545,1040,3,8,4.0,2,7,92
176,89,712,1207,10,15,0,0,4,92
45,90,632,910,4,15,2.0,2,3,92
126,90,1064,1342,14,22,7.0,1,7,92
134,90,1351,189,13,15,0,0,4,92
67,1,492,776,18,22,0,0,4,93
17,1,812,1096,9,22,3.0,1,3,93
142,1,893,1177,18,22,6.0,2,8,93
32,2,962,1373,4,8,0,0,3,93
90,2,731,1142,5,15,0,0,3,93
170,2,452,863,5,22,0,0,2,93
10,3,1182,194,12,15,5.5,2,8,93
180,3,1358,370,11,15,4.0,1,8,93
65,3,1319,331,12,22,6.0,2,7,93
140,3,1064,76,21,22,7.0,1,8,93
160,4,659,859,5,8,5.0,1,7,93
5,4,1280,40,3,15,3.5,2,6,93
134,4,1021,1221,2,15,9.0,1,9,93
24,4,894,1094,7,22,7.0,1,7,93
143,4,817,1017,10,22,10.0,1,11,93
61,4,1379,139,7,8,7.0,1,8,93
42,5,1225,20,11,22,0,0,3,93
114,5,306,541,3,8,0,0,3,93
136,5,1099,1334,12,15,2.5,2,4,93
116,5,888,1123,20,22,3.5,2,8,93
135,5,962,1197,8,22,9.0,1,11,93
181,5,429,664,19,22,5.5,2,8,93
126,6,661,1183,11,22,0,0,3,93
116,6,335,857,13,22,5.0,2,7,93
83,6,836,1358,9,15,7.0,1,7,93
110,6,678,1200,3,22,4.0,2,5,93
41,6,1104,186,7,8,0,0,4,93
77,7,781,1154,5,15,5.0,2,7,93
21,7,1353,286,5,8,5.0,1,7,93
17,7,829,1202,10,22,7.0,1,7,93
112,7,529,902,3,8,10.0,1,11,93
149,8,520,712,9,15,2.5,2,3,93
146,8,304,496,3,8,0,0,3,93
121,8,1002,1194,17,22,2.5,2,4,93
61,8,364,556,4,8,0,0,3,93
171,8,762,954,11,15,0,0,4,93
111,8,1051,1243,16,22,7.0,1,7,93
61,9,1325,274,2,8,0,0,2,93
149,9,402,791,4,15,0,0,2,93
130,9,640,1029,20,22,7.0,2,8,93
27,9,823,1212,11,22,3.5,2,7,93
13,9,1297,246,5,15,3.0,1,3,93
53,9,1284,233,4,8,6.5,2,7,93
48,10,875,1424,7,15,4.0,1,7,93
89,10,719,1268,8,22,5.5,2,7,93
31,10,643,1192,13,15,3.0,2,4,93
62,10,267,816,9,22,4.5,2,7,93
10,10,868,1417,6,15,0,0,3,93
168,11,1265,206,2,8,0,0,2,93
35,11,649,1030,6,8,2.0,2,3,93
12,11,1082,23,16,22,7.0,2,7,93
99,11,993,1374,3,8,9.0,1,11,93
68,11,676,1057,2,8,0,0,2,93
37,11,1205,146,3,15,5.0,1,6,93
122,12,506,1244,4,22,4.0,1,6,93
53,12,1355,653,4,8,3.0,1,3,93
128,12,278,1016,4,22,0,0,2,93
55,12,247,985,5,8,6.0,1,7,93
115,12,613,1351,6,15,0,0,3,93
2,12,885,183,12,22,5.5,2,7,93
136,13,1097,173,10,15,1.5,2,3,93
183,13,299,815,3,15,7.0,1,6,93
176,13,323,839,7,15,0,0,3,93
156,13,439,955,15,22,4.0,2,7,93
46,14,1263,538,5,8,0,0,3,93
126,14,258,973,17,22,5.0,2,8,93
84,14,1029,304,9,22,0,0,3,93
36,14,842,117,14,15,6.5,2,8,93
174,15,1042,141,8,15,0,0,3,93
179,15,622,1161,14,15,2.0,2,4,93
13,15,1277,376,5,15,9.0,1,11,93
172,15,441,980,7,8,10.0,1,12,93
143,15,1110,209,5,22,10.0,1,10,93
127,16,735,824,9,15,0,0,3,93
66,16,641,730,9,15,0,0,3,93
172,16,246,335,3,8,5.0,1,7,93
181,17,1208,416,7,22,0,0,3,93
170,17,500,1148,20,22,3.0,2,4,93
79,17,950,158,16,22,6.0,2,8,93
69,18,1360,18,11,15,6.0,2,8,93
160,18,1073,1171,7,8,6.0,2,8,93
69,18,280,378,9,15,0,0,3,93
24,18,516,614,16,22,0,0,3,93
112,18,529,627,3,8,7.0,2,7,93
97,19,1099,81,4,8,3.0,2,3,93
39,19,724,1146,7,22,0,0,3,93
152,19,913,1335,8,22,0,0,3,93
181,20,602,713,4,22,0,0,2,93
82,20,403,514,7,8,5.0,1,8,93
65,20,608,719,11,22,2.0,1,3,93
4,20,362,473,10,15,5.0,1,8,93
157,20,1265,1376,9,22,4.0,2,7,93
130,20,1099,1210,14,22,0,0,3,93
20,21,1273,468,7,8,4.0,1,8,93
98,21,321,956,8,15,10.0,1,11,93
92,21,812,7,3,8,0,0,3,93
25,21,454,1089,7,15,3.0,2,3,93
149,22,837,106,8,15,4.5,2,7,93
99,22,1161,430,3,8,5.0,1,7,93
138,22,702,1411,11,22,7.0,2,7,93
73,22,315,1024,10,15,5.0,2,7,93
74,23,1104,1339,8,8,0,0,4,93
7,23,482,717,14,15,4.0,1,8,93
111,23,1171,1406,14,22,9.0,1,12,93
78,23,767,1002,14,22,5.0,2,7,93
43,24,244,657,11,15,7.0,1,8,93
15,24,386,799,3,22,4.0,2,5,93
13,24,1135,108,13,15,5.0,1,8,93
146,25,447,1053,8,8,8.5,2,12,93
32,25,337,943,7,8,4.0,2,8,93
42,25,1103,269,16,22,0,0,4,93
62,25,757,1363,15,22,0,0,4,93
148,25,1105,271,2,15,10.0,1,9,93
181,26,1314,327,15,22,7.0,2,7,93
54,26,647,1100,7,8,0,0,4,93
62,26,1154,167,5,22,3.0,2,2,93
12,26,1091,104,20,22,8.0,1,12,93
106,26,404,857,4,8,0,0,3,93
74,26,1373,386,8,8,0,0,4,93
58,27,900,1383,2,8,5.0,1,6,93
36,27,973,16,3,15,5.5,2,6,93
148,27,291,774,5,15,3.0,1,3,93
183,27,359,842,12,15,0,0,4,93
175,27,508,991,14,22,4.5,2,7,93
122,27,645,1128,18,22,0,0,4,93
47,28,1083,1214,4,22,2.0,2,2,93
120,28,917,1048,4,8,0,0,3,93
159,28,626,757,6,8,4.0,2,8,93
90,29,435,1139,4,15,7.0,2,6,93
181,29,507,1211,12,22,0,0,3,93
155,29,1045,309,6,8,3.0,1,3,93
70,30,1073,339,4,15,0,0,3,93
115,30,1175,441,15,15,0,0,4,93
179,30,272,978,8,15,0,0,3,93
4,30,774,40,4,15,0,0,2,93
78,30,1342,608,9,22,2.0,1,3,93
154,30,1293,559,18,22,9.5,2,12,93
17,31,709,958,6,22,4.0,2,6,93
131,31,378,627,11,22,4.0,1,7,93
179,31,826,1075,3,15,6.5,2,6,93
117,31,1253,62,3,15,3.5,2,6,93
163,31,605,854,9,15,9.0,1,11,93
12,32,804,1221,2,22,7.0,1,5,93
5,32,1117,94,13,15,5.0,2,8,93
181,32,1303,280,7,22,0,0,3,93
98,32,800,1217,10,15,6.0,2,7,93
169,32,434,851,5,22,4.0,1,6,93
178,32,455,872,9,15,4.0,1,7,93
153,33,1088,325,2,15,0,0,1,93
53,33,754,1431,4,8,3.0,1,3,93
73,33,1063,300,3,15,0,0,2,93
155,34,1095,106,3,8,4.0,1,7,93
144,34,536,987,13,22,8.0,2,11,93
121,34,792,1243,2,22,4.0,1,5,93
102,34,329,780,6,8,0,0,4,93
3,34,602,1053,15,22,6.0,2,7,93
156,34,787,1238,4,22,3.5,2,6,93
102,35,690,1339,7,8,6.0,1,8,93
78,35,930,139,18,22,3.5,2,8,93
153,35,783,1432,6,15,6.0,2,7,93
146,35,663,1312,5,8,3.0,1,3,93
47,35,559,1208,16,22,3.0,2,3,93
6,35,766,1415,4,22,0,0,2,93
163,36,789,880,13,15,0,0,4,93
59,36,862,953,4,22,7.0,2,6,93
168,36,779,870,7,8,0,0,4,93
18,37,937,1208,4,8,4.5,2,7,93
19,37,1159,1430,8,8,6.0,1,8,93
97,37,1368,199,3,8,3.0,1,3,93
81,37,903,1174,4,22,0,0,2,93
119,37,553,824,4,15,7.0,1,6,93
169,37,774,1045,14,22,0,0,3,93
8,38,264,493,13,22,9.0,1,11,93
64,38,1260,49,3,8,4.0,1,7,93
100,38,875,1104,5,22,0,0,2,93
79,38,640,869,7,22,6.5,2,7,93
173,38,691,920,14,22,6.0,2,7,93
172,39,790,1028,6,8,3.0,1,3,93
51,39,1232,30,4,8,2.0,1,3,93
178,39,1207,5,4,15,9.0,1,10,93
63,40,591,805,4,8,9.0,2,11,93
6,40,658,872,17,22,2.5,2,4,93
1,40,1200,1414,2,8,0,0,2,93
54,40,1263,37,6,8,3.0,1,3,93
7,40,737,951,5,15,6.0,2,7,93
147,40,1237,11,6,8,4.0,1,7,93
175,41,1063,1173,19,22,4.5,2,8,93
34,41,1378,48,21,22,9.0,1,12,93
165,41,1207,1317,13,15,0,0,4,93
68,41,691,801,6,8,0,0,4,93
42,41,328,438,10,22,3.0,1,3,93
121,41,1164,1274,11,22,0,0,3,93
148,42,1292,173,11,15,7.0,2,7,93
83,42,1293,174,6,15,0,0,3,93
29,42,757,1078,5,22,4.0,1,6,93
70,43,1095,1321,7,15,0,0,3,93
170,43,1237,23,9,22,2.5,2,3,93
157,43,819,1045,12,22,3.5,2,7,93
79,44,1364,7,16,22,6.0,2,8,93
163,44,1320,1403,13,15,0,0,4,93
105,44,821,904,8,8,4.5,2,8,93
93,44,390,473,17,22,7.0,1,8,93
26,45,285,427,13,22,7.0,2,7,93
51,45,1006,1148,6,8,9.0,1,11,93
163,45,262,404,4,15,7.0,2,7,93
164,45,285,427,9,15,4.5,2,7,93
82,45,1180,1322,2,8,0,0,2,93
15,46,1132,1379,13,22,4.0,1,7,93
101,46,911,1158,10,22,5.5,2,7,93
64,46,1282,89,4,8,0,0,3,93
49,46,287,534,7,15,0,0,3,93
47,46,996,1243,13,22,0,0,3,93
147,46,1215,22,2,8,2.0,1,2,93
117,47,394,540,9,15,0,0,3,93
