94,2020-04-03,2020,April,4,weekday
95,2020-04-04,2020,April,4,weekend
96,2020-04-05,2020,April,4,weekend
97,2020-04-06,2020,April,4,weekday
98,2020-04-07,2020,April,4,weekday
99,2020-04-08,2020,April,4,weekday
100,2020-04-09,2020,April,4,weekday
101,2020-04-10,2020,April,4,weekday
102,2020-04-11,2020,April,4,weekend
103,2020-04-12,2020,April,4,weekend
104,2020-04-13,2020,April,4,weekday
105,2020-04-14,2020,April,4,weekday
106,2020-04-15,2020,April,4,weekday
107,2020-04-16,2020,April,4,weekday
108,2020-04-17,2020,April,4,weekday
109,2020-04-18,2020,April,4,weekend
110,2020-04-19,2020,April,4,weekend
111,2020-04-20,2020,April,4,weekday
112,2020-04-21,2020,April,4,weekday
113,2020-04-22,2020,April,4,weekday
114,2020-04-23,2020,April,4,weekday
115,2020-04-24,2020,April,4,weekday
116,2020-04-25,2020,April,4,weekend
117,2020-04-26,2020,April,4,weekend
118,2020-04-27,2020,April,4,weekday
119,2020-04-28,2020,April,4,weekday
120,2020-04-29,2020,April,4,weekday
121,2020-04-30,2020,April,4,weekday
122,2020-05-01,2020,May,5,weekday
123,2020-05-02,2020,May,5,weekend
124,2020-05-03,2020,May,5,weekend
125,2020-05-04,2020,May,5,weekday
126,2020-05-05,2020,May,5,weekday
127,2020-05-06,2020,May,5,weekday
128,2020-05-07,2020,May,5,weekday
129,2020-05-08,2020,May,5,weekday
130,2020-05-09,2020,May,5,weekend
131,2020-05-10,2020,May,5,weekend
132,2020-05-11,2020,May,5,weekday
133,2020-05-12,2020,May,5,weekday
134,2020-05-13,2020,May,5,weekday
135,2020-05-14,2020,May,5,weekday
136,2020-05-15,2020,May,5,weekday
137,2020-05-16,2020,May,5,weekend
138,2020-05-17,2020,May,5,weekend
139,2020-05-18,2020,May,5,weekday
140,2020-05-19,2020,May,5,weekday
141,2020-05-20,2020,May,5,weekday
142,2020-05-21,2020,May,5,weekday
143,2020-05-22,2020,May,5,weekday
144,2020-05-23,2020,May,5,weekend
145,2020-05-24,2020,May,5,weekend
146,2020-05-25,2020,May,5,weekday
147,2020-05-26,2020,May,5,weekday
148,2020-05-27,2020,May,5,weekday
149,2020-05-28,2020,May,5,weekday
150,2020-05-29,2020,May,5,weekday
151,2020-05-30,2020,May,5,weekend
152,2020-05-31,2020,May,5,weekend
153,2020-06-01,2020,June,6,weekday
154,2020-06-02,2020,June,6,weekday
155,2020-06-03,2020,June,6,weekday
156,2020-06-04,2020,June,6,weekday
157,2020-06-05,2020,June,6,weekday
158,2020-06-06,2020,June,6,weekend
159,2020-06-07,2020,June,6,weekend
160,2020-06-08,2020,June,6,weekday
161,2020-06-09,2020,June,6,weekday
162,2020-06-10,2020,June,6,weekday
163,2020-06-11,2020,June,6,weekday
164,2020-06-12,2020,June,6,weekday
165,2020-06-13,2020,June,6,weekend
166,2020-06-14,2020,June,6,weekend
167,2020-06-15,2020,June,6,weekday
168,2020-06-16,2020,June,6,weekday
169,2020-06-17,2020,June,6,weekday
170,2020-06-18,2020,June,6,weekday
171,2020-06-19,2020,June,6,weekday
172,2020-06-20,2020,June,6,weekend
173,2020-06-21,2020,June,6,weekend
174,2020-06-22,2020,June,6,weekday
175,2020-06-23,2020,June,6,weekday
176,2020-06-24,2020,June,6,weekday
177,2020-06-25,2020,June,6,weekday
178,2020-06-26,2020,June,6,weekday
179,2020-06-27,2020,June,6,weekend
180,2020-06-28,2020,June,6,weekend
181,2020-06-29,2020,June,6,weekday
182,2020-06-30,2020,June,6,weekday
183,2020-07-01,2020,July,7,holiday
184,2020-07-02,2020,July,7,holiday
185,2020-07-03,2020,July,7,holiday
186,2020-07-04,2020,July,7,holiday
187,2020-07-05,2020,July,7,holiday
188,2020-07-06,2020,July,7,holiday
189,2020-07-07,2020,July,7,holiday
190,2020-07-08,2020,July,7,holiday
191,2020-07-09,2020,July,7,holiday
192,2020-07-10,2020,July,7,holiday
193,2020-07-11,2020,July,7,holiday
194,2020-07-12,2020,July,7,holiday
195,2020-07-13,2020,July,7,holiday
196,2020-07-14,2020,July,7,holiday
197,2020-07-15,2020,July,7,holiday
198,2020-07-16,2020,July,7,holiday
199,2020-07-17,2020,July,7,holiday
200,2020-07-18,2020,July,7,holiday
201,2020-07-19,2020,July,7,holiday
202,2020-07-20,2020,July,7,holiday
203,2020-07-21,2020,July,7,holiday
204,2020-07-22,2020,July,7,holiday
205,2020-07-23,2020,July,7,holiday
206,2020-07-24,2020,July,7,holiday
207,2020-07-25,2020,July,7,holiday
208,2020-07-26,2020,July,7,holiday
209,2020-07-27,2020,July,7,holiday
210,2020-07-28,2020,July,7,holiday
211,2020-07-29,2020,July,7,holiday
212,2020-07-30,2020,July,7,holiday
213,2020-07-31,2020,July,7,holiday
214,2020-08-01,2020,August,8,holiday
215,2020-08-02,2020,August,8,holiday
216,2020-08-03,2020,August,8,holiday
217,2020-08-04,2020,August,8,holiday
218,2020-08-05,2020,August,8,holiday
219,2020-08-06,2020,August,8,holiday
220,2020-08-07,2020,August,8,holiday
221,2020-08-08,2020,August,8,holiday
222,2020-08-09,2020,August,8,holiday
223,2020-08-10,2020,August,8,holiday
224,2020-08-11,2020,August,8,holiday
225,2020-08-12,2020,August,8,holiday
226,2020-08-13,2020,August,8,holiday
227,2020-08-14,2020,August,8,holiday
228,2020-08-15,2020,August,8,holiday
229,2020-08-16,2020,August,8,holiday
230,2020-08-17,2020,August,8,holiday
231,2020-08-18,2020,August,8,holiday
232,2020-08-19,2020,August,8,holiday
233,2020-08-20,2020,August,8,holiday
234,2020-08-21,2020,August,8,holiday
235,2020-08-22,2020,August,8,holiday
236,2020-08-23,2020,August,8,holiday
237,2020-08-24,2020,August,8,holiday
238,2020-08-25,2020,August,8,holiday
239,2020-08-26,2020,August,8,holiday
240,2020-08-27,2020,August,8,holiday
241,2020-08-28,2020,August,8,holiday
242,2020-08-29,2020,August,8,holiday
243,2020-08-30,2020,August,8,holiday
244,2020-08-31,2020,August,8,holiday
245,2020-09-01,2020,September,9,weekday
246,2020-09-02,2020,September,9,weekday
247,2020-09-03,2020,September,9,weekday
248,2020-09-04,2020,September,9,weekday
249,2020-09-05,2020,September,9,weekend
250,2020-09-06,2020,September,9,weekend
251,2020-09-07,2020,September,9,weekday
252,2020-09-08,2020,September,9,weekday
253,2020-09-09,2020,September,9,weekday
254,2020-09-10,2020,September,9,weekday
255,2020-09-11,2020,September,9,weekday
256,2020-09-12,2020,September,9,weekend
257,2020-09-13,2020,September,9,weekend
258,2020-09-14,2020,September,9,weekday
259,2020-09-15,2020,September,9,weekday
260,2020-09-16,2020,September,9,weekday
261,2020-09-17,2020,September,9,weekday
262,2020-09-18,2020,September,9,weekday
263,2020-09-19,2020,September,9,weekend
264,2020-09-20,2020,September,9,weekend
265,2020-09-21,2020,September,9,weekday
266,2020-09-22,2020,September,9,weekday
267,2020-09-23,2020,September,9,weekday
268,2020-09-24,2020,September,9,weekday
269,2020-09-25,2020,September,9,weekday
270,2020-09-26,2020,September,9,weekend
271,2020-09-27,2020,September,9,weekend
272,2020-09-28,2020,September,9,weekday
273,2020-09-29,2020,September,9,weekday
274,2020-09-30,2020,September,9,weekday
275,2020-10-01,2020,October,10,weekday
276,2020-10-02,2020,October,10,weekday
277,2020-10-03,2020,October,10,weekend
278,2020-10-04,2020,October,10,weekend
279,2020-10-05,2020,October,10,weekday
280,2020-10-06,2020,October,10,weekday
281,2020-10-07,2020,October,10,weekday
282,2020-10-08,2020,October,10,weekday
283,2020-10-09,2020,October,10,weekday
284,2020-10-10,2020,October,10,weekend
285,2020-10-11,2020,October,10,weekend
286,2020-10-12,2020,October,10,weekday
287,2020-10-13,2020,October,10,weekday
288,2020-10-14,2020,October,10,weekday
289,2020-10-15,2020,October,10,weekday
290,2020-10-16,2020,October,10,weekday
291,2020-10-17,2020,October,10,weekend
292,2020-10-18,2020,October,10,weekend
293,2020-10-19,2020,October,10,weekday
294,2020-10-20,2020,October,10,weekday
295,2020-10-21,2020,October,10,weekday
296,2020-10-22,2020,October,10,weekday
297,2020-10-23,2020,October,10,weekday
298,2020-10-24,2020,October,10,weekend
299,2020-10-25,2020,October,10,weekend
300,2020-10-26,2020,October,10,weekday
301,2020-10-27,2020,October,10,weekday
302,2020-10-28,2020,October,10,weekday
303,2020-10-29,2020,October,10,weekday
304,2020-10-30,2020,October,10,weekday
305,2020-10-31,2020,October,10,weekend
306,2020-11-01,2020,November,11,weekend
307,2020-11-02,2020,November,11,weekday
308,2020-11-03,2020,November,11,weekday
309,2020-11-04,2020,November,11,weekday
310,2020-11-05,2020,November,11,weekday
311,2020-11-06,2020,November,11,weekday
312,2020-11-07,2020,November,11,weekend
313,2020-11-08,2020,November,11,weekend
314,2020-11-09,2020,November,11,weekday
315,2020-11-10,2020,November,11,weekday
316,2020-11-11,2020,November,11,weekday
317,2020-11-12,2020,November,11,weekday
318,2020-11-13,2020,November,11,weekday
319,2020-11-14,2020,November,11,weekend
320,2020-11-15,2020,November,11,weekend
321,2020-11-16,2020,November,11,weekday
322,2020-11-17,2020,November,11,weekday
323,2020-11-18,2020,November,11,weekday
324,2020-11-19,2020,November,11,weekday
325,2020-11-20,2020,November,11,weekday
326,2020-11-21,2020,November,11,weekend
327,2020-11-22,2020,November,11,weekend
328,2020-11-23,2020,November,11,weekday
329,2020-11-24,2020,November,11,weekday
330,2020-11-25,2020,November,11,weekday
331,2020-11-26,2020,November,11,weekday
332,2020-11-27,2020,November,11,weekday
333,2020-11-28,2020,November,11,weekend
334,2020-11-29,2020,November,11,weekend
335,2020-11-30,2020,November,11,weekday
336,2020-12-01,2020,December,12,weekday
337,2020-12-02,2020,December,12,weekday
338,2020-12-03,2020,December,12,weekday
339,2020-12-04,2020,December,12,weekday
340,2020-12-05,2020,December,12,weekend
341,2020-12-06,2020,December,12,weekend
342,2020-12-07,2020,December,12,weekday
343,2020-12-08,2020,December,12,weekday
344,2020-12-09,2020,December,12,weekday
345,2020-12-10,2020,December,12,weekday
346,2020-12-11,2020,December,12,weekday
347,2020-12-12,2020,December,12,weekend
348,2020-12-13,2020,December,12,weekend
349,2020-12-14,2020,December,12,weekday
350,2020-12-15,2020,December,12,weekday
351,2020-12-16,2020,December,12,weekday
352,2020-12-17,2020,December,12,weekday
353,2020-12-18,2020,December,12,weekday
354,2020-12-19,2020,December,12,weekend
355,2020-12-20,2020,December,12,weekend
356,2020-12-21,2020,December,12,weekday
357,2020-12-22,2020,December,12,weekday
358,2020-12-23,2020,December,12,weekday
359,2020-12-24,2020,December,12,weekday
360,2020-12-25,2020,December,12,weekday
361,2020-12-26,2020,December,12,weekend
362,2020-12-27,2020,December,12,weekend
363,2020-12-28,2020,December,12,weekday
364,2020-12-29,2020,December,12,weekday
365,2020-12-30,2020,December,12,weekday
366,2020-12-31,2020,December,12,weekday
